Column1;col1;col2
1079;u+0001fa85;\xf0\x9f\xaa\x85
1080;u+0001fa86;\xf0\x9f\xaa\x86
1081;u+0001fa87;\xf0\x9f\xaa\x87
1082;u+0001fa88;\xf0\x9f\xaa\x88
1083;u+0001fa90;\xf0\x9f\xaa\x90
1084;u+0001fa91;\xf0\x9f\xaa\x91
1085;u+0001fa92;\xf0\x9f\xaa\x92
1086;u+0001fa93;\xf0\x9f\xaa\x93
1087;u+0001fa94;\xf0\x9f\xaa\x94
1088;u+0001fa95;\xf0\x9f\xaa\x95
1089;u+0001fa96;\xf0\x9f\xaa\x96
1090;u+0001fa97;\xf0\x9f\xaa\x97
1091;u+0001fa98;\xf0\x9f\xaa\x98
1092;u+0001fa99;\xf0\x9f\xaa\x99
1093;u+0001fa9a;\xf0\x9f\xaa\x9a
1094;u+0001fa9b;\xf0\x9f\xaa\x9b
1095;u+0001fa9c;\xf0\x9f\xaa\x9c
1096;u+0001fa9d;\xf0\x9f\xaa\x9d
1097;u+0001fa9e;\xf0\x9f\xaa\x9e
1098;u+0001fa9f;\xf0\x9f\xaa\x9f
1099;u+0001faa0;\xf0\x9f\xaa\xa0
1100;u+0001faa1;\xf0\x9f\xaa\xa1
1101;u+0001faa2;\xf0\x9f\xaa\xa2
1102;u+0001faa3;\xf0\x9f\xaa\xa3
1103;u+0001faa4;\xf0\x9f\xaa\xa4
1104;u+0001faa5;\xf0\x9f\xaa\xa5
1105;u+0001faa6;\xf0\x9f\xaa\xa6
1106;u+0001faa7;\xf0\x9f\xaa\xa7
1107;u+0001faa8;\xf0\x9f\xaa\xa8
1108;u+0001faa9;\xf0\x9f\xaa\xa9
1109;u+0001faaa;\xf0\x9f\xaa\xaa
1110;u+0001faab;\xf0\x9f\xaa\xab
1111;u+0001faac;\xf0\x9f\xaa\xac
1112;u+0001faad;\xf0\x9f\xaa\xad
1113;u+0001faae;\xf0\x9f\xaa\xae
1114;u+0001faaf;\xf0\x9f\xaa\xaf
1115;u+0001fab0;\xf0\x9f\xaa\xb0
1116;u+0001fab1;\xf0\x9f\xaa\xb1
1117;u+0001fab2;\xf0\x9f\xaa\xb2
1118;u+0001fab3;\xf0\x9f\xaa\xb3
1119;u+0001fab4;\xf0\x9f\xaa\xb4
1120;u+0001fab5;\xf0\x9f\xaa\xb5
1121;u+0001fab6;\xf0\x9f\xaa\xb6
1122;u+0001fab7;\xf0\x9f\xaa\xb7
1123;u+0001fab8;\xf0\x9f\xaa\xb8
1124;u+0001fab9;\xf0\x9f\xaa\xb9
1125;u+0001faba;\xf0\x9f\xaa\xba
1126;u+0001fabb;\xf0\x9f\xaa\xbb
1127;u+0001fabc;\xf0\x9f\xaa\xbc
1128;u+0001fabd;\xf0\x9f\xaa\xbd
1129;u+0001fabf;\xf0\x9f\xaa\xbf
1130;u+0001fac0;\xf0\x9f\xab\x80
1131;u+0001fac1;\xf0\x9f\xab\x81
1132;u+0001fac2;\xf0\x9f\xab\x82
1133;u+0001fac3;\xf0\x9f\xab\x83
1134;u+0001fac4;\xf0\x9f\xab\x84
1135;u+0001fac5;\xf0\x9f\xab\x85
1136;u+0001face;\xf0\x9f\xab\x8e
1137;u+0001facf;\xf0\x9f\xab\x8f
1138;u+0001fad0;\xf0\x9f\xab\x90
1139;u+0001fad1;\xf0\x9f\xab\x91
1140;u+0001fad2;\xf0\x9f\xab\x92
1141;u+0001fad3;\xf0\x9f\xab\x93
1142;u+0001fad4;\xf0\x9f\xab\x94
1143;u+0001fad5;\xf0\x9f\xab\x95
1144;u+0001fad6;\xf0\x9f\xab\x96
1145;u+0001fad7;\xf0\x9f\xab\x97
1146;u+0001fad8;\xf0\x9f\xab\x98
1147;u+0001fad9;\xf0\x9f\xab\x99
1148;u+0001fada;\xf0\x9f\xab\x9a
1149;u+0001fadb;\xf0\x9f\xab\x9b
1150;u+0001fae0;\xf0\x9f\xab\xa0
1151;u+0001fae1;\xf0\x9f\xab\xa1
1152;u+0001fae2;\xf0\x9f\xab\xa2
1153;u+0001fae3;\xf0\x9f\xab\xa3
1154;u+0001fae4;\xf0\x9f\xab\xa4
1155;u+0001fae5;\xf0\x9f\xab\xa5
1156;u+0001fae6;\xf0\x9f\xab\xa6
1157;u+0001fae7;\xf0\x9f\xab\xa7
1158;u+0001fae8;\xf0\x9f\xab\xa8
1159;u+0001faf0;\xf0\x9f\xab\xb0
1160;u+0001faf1;\xf0\x9f\xab\xb1
1161;u+0001faf2;\xf0\x9f\xab\xb2
1162;u+0001faf3;\xf0\x9f\xab\xb3
1163;u+0001faf4;\xf0\x9f\xab\xb4
1164;u+0001faf5;\xf0\x9f\xab\xb5
1165;u+0001faf6;\xf0\x9f\xab\xb6
1166;u+0001faf7;\xf0\x9f\xab\xb7
1167;u+0001faf8;\xf0\x9f\xab\xb8
1168;u+000000a9;\xc2\xa9
1169;u+000000a9u+0000fe0f;\xc2\xa9\xef\xb8\x8f
1170;u+000000ae;\xc2\xae
1171;u+000000aeu+0000fe0f;\xc2\xae\xef\xb8\x8f
1172;u+0000203c;\xe2\x80\xbc
1173;u+0000203cu+0000fe0f;\xe2\x80\xbc\xef\xb8\x8f
1174;u+00002049;\xe2\x81\x89
1175;u+00002049u+0000fe0f;\xe2\x81\x89\xef\xb8\x8f
1176;u+00002122;\xe2\x84\xa2
1177;u+00002122u+0000fe0f;\xe2\x84\xa2\xef\xb8\x8f
1178;u+00002139;\xe2\x84\xb9
1179;u+00002139u+0000fe0f;\xe2\x84\xb9\xef\xb8\x8f
1180;u+00002194;\xe2\x86\x94
1181;u+00002194u+0000fe0f;\xe2\x86\x94\xef\xb8\x8f
1182;u+00002195;\xe2\x86\x95
1183;u+00002195u+0000fe0f;\xe2\x86\x95\xef\xb8\x8f
1184;u+00002196;\xe2\x86\x96
1185;u+00002196u+0000fe0f;\xe2\x86\x96\xef\xb8\x8f
1186;u+00002197;\xe2\x86\x97
1187;u+00002197u+0000fe0f;\xe2\x86\x97\xef\xb8\x8f
1188;u+00002198;\xe2\x86\x98
1189;u+00002198u+0000fe0f;\xe2\x86\x98\xef\xb8\x8f
1190;u+00002199;\xe2\x86\x99
1191;u+00002199u+0000fe0f;\xe2\x86\x99\xef\xb8\x8f
1192;u+000021a9;\xe2\x86\xa9
1193;u+000021a9u+0000fe0f;\xe2\x86\xa9\xef\xb8\x8f
1194;u+000021aa;\xe2\x86\xaa
1195;u+000021aau+0000fe0f;\xe2\x86\xaa\xef\xb8\x8f
1196;u+00002328;\xe2\x8c\xa8
1197;u+00002328u+0000fe0f;\xe2\x8c\xa8\xef\xb8\x8f
1198;u+000023cf;\xe2\x8f\x8f
1199;u+000023cfu+0000fe0f;\xe2\x8f\x8f\xef\xb8\x8f
1200;u+000023ed;\xe2\x8f\xad
1201;u+000023edu+0000fe0f;\xe2\x8f\xad\xef\xb8\x8f
1202;u+000023ee;\xe2\x8f\xae
1203;u+000023eeu+0000fe0f;\xe2\x8f\xae\xef\xb8\x8f
1204;u+000023ef;\xe2\x8f\xaf
1205;u+000023efu+0000fe0f;\xe2\x8f\xaf\xef\xb8\x8f
1206;u+000023f1;\xe2\x8f\xb1
1207;u+000023f1u+0000fe0f;\xe2\x8f\xb1\xef\xb8\x8f
1208;u+000023f2;\xe2\x8f\xb2
1209;u+000023f2u+0000fe0f;\xe2\x8f\xb2\xef\xb8\x8f
1210;u+000023f8;\xe2\x8f\xb8
1211;u+000023f8u+0000fe0f;\xe2\x8f\xb8\xef\xb8\x8f
1212;u+000023f9;\xe2\x8f\xb9
1213;u+000023f9u+0000fe0f;\xe2\x8f\xb9\xef\xb8\x8f
1214;u+000023fa;\xe2\x8f\xba
1215;u+000023fau+0000fe0f;\xe2\x8f\xba\xef\xb8\x8f
1216;u+000024c2;\xe2\x93\x82
1217;u+000024c2u+0000fe0f;\xe2\x93\x82\xef\xb8\x8f
1218;u+000025aa;\xe2\x96\xaa
1219;u+000025aau+0000fe0f;\xe2\x96\xaa\xef\xb8\x8f
1220;u+000025ab;\xe2\x96\xab
1221;u+000025abu+0000fe0f;\xe2\x96\xab\xef\xb8\x8f
1222;u+000025b6;\xe2\x96\xb6
1223;u+000025b6u+0000fe0f;\xe2\x96\xb6\xef\xb8\x8f
1224;u+000025c0;\xe2\x97\x80
1225;u+000025c0u+0000fe0f;\xe2\x97\x80\xef\xb8\x8f
1226;u+000025fb;\xe2\x97\xbb
1227;u+000025fbu+0000fe0f;\xe2\x97\xbb\xef\xb8\x8f
1228;u+000025fc;\xe2\x97\xbc
1229;u+000025fcu+0000fe0f;\xe2\x97\xbc\xef\xb8\x8f
1230;u+00002600;\xe2\x98\x80
1231;u+00002600u+0000fe0f;\xe2\x98\x80\xef\xb8\x8f
1232;u+00002601;\xe2\x98\x81
1233;u+00002601u+0000fe0f;\xe2\x98\x81\xef\xb8\x8f
1234;u+00002602;\xe2\x98\x82
1235;u+00002602u+0000fe0f;\xe2\x98\x82\xef\xb8\x8f
1236;u+00002603;\xe2\x98\x83
1237;u+00002603u+0000fe0f;\xe2\x98\x83\xef\xb8\x8f
1238;u+00002604;\xe2\x98\x84
1239;u+00002604u+0000fe0f;\xe2\x98\x84\xef\xb8\x8f
1240;u+0000260e;\xe2\x98\x8e
1241;u+0000260eu+0000fe0f;\xe2\x98\x8e\xef\xb8\x8f
1242;u+00002611;\xe2\x98\x91
1243;u+00002611u+0000fe0f;\xe2\x98\x91\xef\xb8\x8f
1244;u+00002618;\xe2\x98\x98
1245;u+00002618u+0000fe0f;\xe2\x98\x98\xef\xb8\x8f
1246;u+0000261d;\xe2\x98\x9d
1247;u+0000261du+0000fe0f;\xe2\x98\x9d\xef\xb8\x8f
1248;u+00002620;\xe2\x98\xa0
1249;u+00002620u+0000fe0f;\xe2\x98\xa0\xef\xb8\x8f
1250;u+00002622;\xe2\x98\xa2
1251;u+00002622u+0000fe0f;\xe2\x98\xa2\xef\xb8\x8f
1252;u+00002623;\xe2\x98\xa3
1253;u+00002623u+0000fe0f;\xe2\x98\xa3\xef\xb8\x8f
1254;u+00002626;\xe2\x98\xa6
1255;u+00002626u+0000fe0f;\xe2\x98\xa6\xef\xb8\x8f
1256;u+0000262a;\xe2\x98\xaa
1257;u+0000262au+0000fe0f;\xe2\x98\xaa\xef\xb8\x8f
1258;u+0000262e;\xe2\x98\xae
1259;u+0000262eu+0000fe0f;\xe2\x98\xae\xef\xb8\x8f
1260;u+0000262f;\xe2\x98\xaf
1261;u+0000262fu+0000fe0f;\xe2\x98\xaf\xef\xb8\x8f
1262;u+00002638;\xe2\x98\xb8
1263;u+00002638u+0000fe0f;\xe2\x98\xb8\xef\xb8\x8f
1264;u+00002639;\xe2\x98\xb9
1265;u+00002639u+0000fe0f;\xe2\x98\xb9\xef\xb8\x8f
1266;u+0000263a;\xe2\x98\xba
1267;u+0000263au+0000fe0f;\xe2\x98\xba\xef\xb8\x8f
1268;u+00002640;\xe2\x99\x80
1269;u+00002640u+0000fe0f;\xe2\x99\x80\xef\xb8\x8f
1270;u+00002642;\xe2\x99\x82
1271;u+00002642u+0000fe0f;\xe2\x99\x82\xef\xb8\x8f
1272;u+0000265f;\xe2\x99\x9f
1273;u+0000265fu+0000fe0f;\xe2\x99\x9f\xef\xb8\x8f
1274;u+00002660;\xe2\x99\xa0
1275;u+00002660u+0000fe0f;\xe2\x99\xa0\xef\xb8\x8f
1276;u+00002663;\xe2\x99\xa3
1277;u+00002663u+0000fe0f;\xe2\x99\xa3\xef\xb8\x8f
1278;u+00002665;\xe2\x99\xa5
1279;u+00002665u+0000fe0f;\xe2\x99\xa5\xef\xb8\x8f
1280;u+00002666;\xe2\x99\xa6
1281;u+00002666u+0000fe0f;\xe2\x99\xa6\xef\xb8\x8f
1282;u+00002668;\xe2\x99\xa8
1283;u+00002668u+0000fe0f;\xe2\x99\xa8\xef\xb8\x8f
1284;u+0000267b;\xe2\x99\xbb
1285;u+0000267bu+0000fe0f;\xe2\x99\xbb\xef\xb8\x8f
1286;u+0000267e;\xe2\x99\xbe
1287;u+0000267eu+0000fe0f;\xe2\x99\xbe\xef\xb8\x8f
1288;u+00002692;\xe2\x9a\x92
1289;u+00002692u+0000fe0f;\xe2\x9a\x92\xef\xb8\x8f
1290;u+00002694;\xe2\x9a\x94
1291;u+00002694u+0000fe0f;\xe2\x9a\x94\xef\xb8\x8f
1292;u+00002695;\xe2\x9a\x95
1293;u+00002695u+0000fe0f;\xe2\x9a\x95\xef\xb8\x8f
1294;u+00002696;\xe2\x9a\x96
1295;u+00002696u+0000fe0f;\xe2\x9a\x96\xef\xb8\x8f
1296;u+00002697;\xe2\x9a\x97
1297;u+00002697u+0000fe0f;\xe2\x9a\x97\xef\xb8\x8f
1298;u+00002699;\xe2\x9a\x99
1299;u+00002699u+0000fe0f;\xe2\x9a\x99\xef\xb8\x8f
1300;u+0000269b;\xe2\x9a\x9b
1301;u+0000269bu+0000fe0f;\xe2\x9a\x9b\xef\xb8\x8f
1302;u+0000269c;\xe2\x9a\x9c
1303;u+0000269cu+0000fe0f;\xe2\x9a\x9c\xef\xb8\x8f
1304;u+000026a0;\xe2\x9a\xa0
1305;u+000026a0u+0000fe0f;\xe2\x9a\xa0\xef\xb8\x8f
1306;u+000026a7;\xe2\x9a\xa7
1307;u+000026a7u+0000fe0f;\xe2\x9a\xa7\xef\xb8\x8f
1308;u+000026b0;\xe2\x9a\xb0
1309;u+000026b0u+0000fe0f;\xe2\x9a\xb0\xef\xb8\x8f
1310;u+000026b1;\xe2\x9a\xb1
1311;u+000026b1u+0000fe0f;\xe2\x9a\xb1\xef\xb8\x8f
1312;u+000026c8;\xe2\x9b\x88
1313;u+000026c8u+0000fe0f;\xe2\x9b\x88\xef\xb8\x8f
1314;u+000026cf;\xe2\x9b\x8f
1315;u+000026cfu+0000fe0f;\xe2\x9b\x8f\xef\xb8\x8f
1316;u+000026d1;\xe2\x9b\x91
1317;u+000026d1u+0000fe0f;\xe2\x9b\x91\xef\xb8\x8f
1318;u+000026d3;\xe2\x9b\x93
1319;u+000026d3u+0000fe0f;\xe2\x9b\x93\xef\xb8\x8f
1320;u+000026e9;\xe2\x9b\xa9
1321;u+000026e9u+0000fe0f;\xe2\x9b\xa9\xef\xb8\x8f
1322;u+000026f0;\xe2\x9b\xb0
1323;u+000026f0u+0000fe0f;\xe2\x9b\xb0\xef\xb8\x8f
1324;u+000026f1;\xe2\x9b\xb1
1325;u+000026f1u+0000fe0f;\xe2\x9b\xb1\xef\xb8\x8f
1326;u+000026f4;\xe2\x9b\xb4
1327;u+000026f4u+0000fe0f;\xe2\x9b\xb4\xef\xb8\x8f
1328;u+000026f7;\xe2\x9b\xb7
1329;u+000026f7u+0000fe0f;\xe2\x9b\xb7\xef\xb8\x8f
1330;u+000026f8;\xe2\x9b\xb8
1331;u+000026f8u+0000fe0f;\xe2\x9b\xb8\xef\xb8\x8f
1332;u+000026f9;\xe2\x9b\xb9
1333;u+000026f9u+0000fe0f;\xe2\x9b\xb9\xef\xb8\x8f
1334;u+00002702;\xe2\x9c\x82
1335;u+00002702u+0000fe0f;\xe2\x9c\x82\xef\xb8\x8f
1336;u+00002708;\xe2\x9c\x88
1337;u+00002708u+0000fe0f;\xe2\x9c\x88\xef\xb8\x8f
1338;u+00002709;\xe2\x9c\x89
1339;u+00002709u+0000fe0f;\xe2\x9c\x89\xef\xb8\x8f
1340;u+0000270c;\xe2\x9c\x8c
1341;u+0000270cu+0000fe0f;\xe2\x9c\x8c\xef\xb8\x8f
1342;u+0000270d;\xe2\x9c\x8d
1343;u+0000270du+0000fe0f;\xe2\x9c\x8d\xef\xb8\x8f
1344;u+0000270f;\xe2\x9c\x8f
1345;u+0000270fu+0000fe0f;\xe2\x9c\x8f\xef\xb8\x8f
1346;u+00002712;\xe2\x9c\x92
1347;u+00002712u+0000fe0f;\xe2\x9c\x92\xef\xb8\x8f
1348;u+00002714;\xe2\x9c\x94
1349;u+00002714u+0000fe0f;\xe2\x9c\x94\xef\xb8\x8f
1350;u+00002716;\xe2\x9c\x96
1351;u+00002716u+0000fe0f;\xe2\x9c\x96\xef\xb8\x8f
1352;u+0000271d;\xe2\x9c\x9d
1353;u+0000271du+0000fe0f;\xe2\x9c\x9d\xef\xb8\x8f
1354;u+00002721;\xe2\x9c\xa1
1355;u+00002721u+0000fe0f;\xe2\x9c\xa1\xef\xb8\x8f
1356;u+00002733;\xe2\x9c\xb3
1357;u+00002733u+0000fe0f;\xe2\x9c\xb3\xef\xb8\x8f
1358;u+00002734;\xe2\x9c\xb4
1359;u+00002734u+0000fe0f;\xe2\x9c\xb4\xef\xb8\x8f
1360;u+00002744;\xe2\x9d\x84
1361;u+00002744u+0000fe0f;\xe2\x9d\x84\xef\xb8\x8f
1362;u+00002747;\xe2\x9d\x87
1363;u+00002747u+0000fe0f;\xe2\x9d\x87\xef\xb8\x8f
1364;u+00002763;\xe2\x9d\xa3
1365;u+00002763u+0000fe0f;\xe2\x9d\xa3\xef\xb8\x8f
1366;u+00002764;\xe2\x9d\xa4
1367;u+00002764u+0000fe0f;\xe2\x9d\xa4\xef\xb8\x8f
1368;u+000027a1;\xe2\x9e\xa1
1369;u+000027a1u+0000fe0f;\xe2\x9e\xa1\xef\xb8\x8f
1370;u+00002934;\xe2\xa4\xb4
1371;u+00002934u+0000fe0f;\xe2\xa4\xb4\xef\xb8\x8f
1372;u+00002935;\xe2\xa4\xb5
1373;u+00002935u+0000fe0f;\xe2\xa4\xb5\xef\xb8\x8f
1374;u+00002b05;\xe2\xac\x85
1375;u+00002b05u+0000fe0f;\xe2\xac\x85\xef\xb8\x8f
1376;u+00002b06;\xe2\xac\x86
1377;u+00002b06u+0000fe0f;\xe2\xac\x86\xef\xb8\x8f
1378;u+00002b07;\xe2\xac\x87
1379;u+00002b07u+0000fe0f;\xe2\xac\x87\xef\xb8\x8f
1380;u+00003030;\xe3\x80\xb0
1381;u+00003030u+0000fe0f;\xe3\x80\xb0\xef\xb8\x8f
1382;u+0000303d;\xe3\x80\xbd
1383;u+0000303du+0000fe0f;\xe3\x80\xbd\xef\xb8\x8f
1384;u+00003297;\xe3\x8a\x97
1385;u+00003297u+0000fe0f;\xe3\x8a\x97\xef\xb8\x8f
1386;u+00003299;\xe3\x8a\x99
1387;u+00003299u+0000fe0f;\xe3\x8a\x99\xef\xb8\x8f
1388;u+0001f170;\xf0\x9f\x85\xb0
1389;u+0001f170u+0000fe0f;\xf0\x9f\x85\xb0\xef\xb8\x8f
1390;u+0001f171;\xf0\x9f\x85\xb1
1391;u+0001f171u+0000fe0f;\xf0\x9f\x85\xb1\xef\xb8\x8f
1392;u+0001f17e;\xf0\x9f\x85\xbe
1393;u+0001f17eu+0000fe0f;\xf0\x9f\x85\xbe\xef\xb8\x8f
1394;u+0001f17f;\xf0\x9f\x85\xbf
1395;u+0001f17fu+0000fe0f;\xf0\x9f\x85\xbf\xef\xb8\x8f
1396;u+0001f202;\xf0\x9f\x88\x82
1397;u+0001f202u+0000fe0f;\xf0\x9f\x88\x82\xef\xb8\x8f
1398;u+0001f237;\xf0\x9f\x88\xb7
1399;u+0001f237u+0000fe0f;\xf0\x9f\x88\xb7\xef\xb8\x8f
1400;u+0001f321;\xf0\x9f\x8c\xa1
1401;u+0001f321u+0000fe0f;\xf0\x9f\x8c\xa1\xef\xb8\x8f
1402;u+0001f324;\xf0\x9f\x8c\xa4
1403;u+0001f324u+0000fe0f;\xf0\x9f\x8c\xa4\xef\xb8\x8f
1404;u+0001f325;\xf0\x9f\x8c\xa5
1405;u+0001f325u+0000fe0f;\xf0\x9f\x8c\xa5\xef\xb8\x8f
1406;u+0001f326;\xf0\x9f\x8c\xa6
1407;u+0001f326u+0000fe0f;\xf0\x9f\x8c\xa6\xef\xb8\x8f
1408;u+0001f327;\xf0\x9f\x8c\xa7
1409;u+0001f327u+0000fe0f;\xf0\x9f\x8c\xa7\xef\xb8\x8f
1410;u+0001f328;\xf0\x9f\x8c\xa8
1411;u+0001f328u+0000fe0f;\xf0\x9f\x8c\xa8\xef\xb8\x8f
1412;u+0001f329;\xf0\x9f\x8c\xa9
1413;u+0001f329u+0000fe0f;\xf0\x9f\x8c\xa9\xef\xb8\x8f
1414;u+0001f32a;\xf0\x9f\x8c\xaa
1415;u+0001f32au+0000fe0f;\xf0\x9f\x8c\xaa\xef\xb8\x8f
1416;u+0001f32b;\xf0\x9f\x8c\xab
1417;u+0001f32bu+0000fe0f;\xf0\x9f\x8c\xab\xef\xb8\x8f
1418;u+0001f32c;\xf0\x9f\x8c\xac
1419;u+0001f32cu+0000fe0f;\xf0\x9f\x8c\xac\xef\xb8\x8f
1420;u+0001f336;\xf0\x9f\x8c\xb6
1421;u+0001f336u+0000fe0f;\xf0\x9f\x8c\xb6\xef\xb8\x8f
1422;u+0001f37d;\xf0\x9f\x8d\xbd
1423;u+0001f37du+0000fe0f;\xf0\x9f\x8d\xbd\xef\xb8\x8f
1424;u+0001f396;\xf0\x9f\x8e\x96
1425;u+0001f396u+0000fe0f;\xf0\x9f\x8e\x96\xef\xb8\x8f
1426;u+0001f397;\xf0\x9f\x8e\x97
1427;u+0001f397u+0000fe0f;\xf0\x9f\x8e\x97\xef\xb8\x8f
1428;u+0001f399;\xf0\x9f\x8e\x99
1429;u+0001f399u+0000fe0f;\xf0\x9f\x8e\x99\xef\xb8\x8f
1430;u+0001f39a;\xf0\x9f\x8e\x9a
1431;u+0001f39au+0000fe0f;\xf0\x9f\x8e\x9a\xef\xb8\x8f
1432;u+0001f39b;\xf0\x9f\x8e\x9b
1433;u+0001f39bu+0000fe0f;\xf0\x9f\x8e\x9b\xef\xb8\x8f
1434;u+0001f39e;\xf0\x9f\x8e\x9e
1435;u+0001f39eu+0000fe0f;\xf0\x9f\x8e\x9e\xef\xb8\x8f
1436;u+0001f39f;\xf0\x9f\x8e\x9f
1437;u+0001f39fu+0000fe0f;\xf0\x9f\x8e\x9f\xef\xb8\x8f
1438;u+0001f3cb;\xf0\x9f\x8f\x8b
1439;u+0001f3cbu+0000fe0f;\xf0\x9f\x8f\x8b\xef\xb8\x8f
1440;u+0001f3cc;\xf0\x9f\x8f\x8c
1441;u+0001f3ccu+0000fe0f;\xf0\x9f\x8f\x8c\xef\xb8\x8f
1442;u+0001f3cd;\xf0\x9f\x8f\x8d
1443;u+0001f3cdu+0000fe0f;\xf0\x9f\x8f\x8d\xef\xb8\x8f
1444;u+0001f3ce;\xf0\x9f\x8f\x8e
1445;u+0001f3ceu+0000fe0f;\xf0\x9f\x8f\x8e\xef\xb8\x8f
1446;u+0001f3d4;\xf0\x9f\x8f\x94
1447;u+0001f3d4u+0000fe0f;\xf0\x9f\x8f\x94\xef\xb8\x8f
1448;u+0001f3d5;\xf0\x9f\x8f\x95
1449;u+0001f3d5u+0000fe0f;\xf0\x9f\x8f\x95\xef\xb8\x8f
1450;u+0001f3d6;\xf0\x9f\x8f\x96
1451;u+0001f3d6u+0000fe0f;\xf0\x9f\x8f\x96\xef\xb8\x8f
1452;u+0001f3d7;\xf0\x9f\x8f\x97
1453;u+0001f3d7u+0000fe0f;\xf0\x9f\x8f\x97\xef\xb8\x8f
1454;u+0001f3d8;\xf0\x9f\x8f\x98
1455;u+0001f3d8u+0000fe0f;\xf0\x9f\x8f\x98\xef\xb8\x8f
1456;u+0001f3d9;\xf0\x9f\x8f\x99
1457;u+0001f3d9u+0000fe0f;\xf0\x9f\x8f\x99\xef\xb8\x8f
1458;u+0001f3da;\xf0\x9f\x8f\x9a
1459;u+0001f3dau+0000fe0f;\xf0\x9f\x8f\x9a\xef\xb8\x8f
1460;u+0001f3db;\xf0\x9f\x8f\x9b
1461;u+0001f3dbu+0000fe0f;\xf0\x9f\x8f\x9b\xef\xb8\x8f
1462;u+0001f3dc;\xf0\x9f\x8f\x9c
1463;u+0001f3dcu+0000fe0f;\xf0\x9f\x8f\x9c\xef\xb8\x8f
1464;u+0001f3dd;\xf0\x9f\x8f\x9d
1465;u+0001f3ddu+0000fe0f;\xf0\x9f\x8f\x9d\xef\xb8\x8f
1466;u+0001f3de;\xf0\x9f\x8f\x9e
1467;u+0001f3deu+0000fe0f;\xf0\x9f\x8f\x9e\xef\xb8\x8f
1468;u+0001f3df;\xf0\x9f\x8f\x9f
1469;u+0001f3dfu+0000fe0f;\xf0\x9f\x8f\x9f\xef\xb8\x8f
1470;u+0001f3f3;\xf0\x9f\x8f\xb3
1471;u+0001f3f3u+0000fe0f;\xf0\x9f\x8f\xb3\xef\xb8\x8f
1472;u+0001f3f5;\xf0\x9f\x8f\xb5
1473;u+0001f3f5u+0000fe0f;\xf0\x9f\x8f\xb5\xef\xb8\x8f
1474;u+0001f3f7;\xf0\x9f\x8f\xb7
1475;u+0001f3f7u+0000fe0f;\xf0\x9f\x8f\xb7\xef\xb8\x8f
1476;u+0001f43f;\xf0\x9f\x90\xbf
1477;u+0001f43fu+0000fe0f;\xf0\x9f\x90\xbf\xef\xb8\x8f
1478;u+0001f441;\xf0\x9f\x91\x81
1479;u+0001f441u+0000fe0f;\xf0\x9f\x91\x81\xef\xb8\x8f
1480;u+0001f4fd;\xf0\x9f\x93\xbd
1481;u+0001f4fdu+0000fe0f;\xf0\x9f\x93\xbd\xef\xb8\x8f
1482;u+0001f549;\xf0\x9f\x95\x89
1483;u+0001f549u+0000fe0f;\xf0\x9f\x95\x89\xef\xb8\x8f
1484;u+0001f54a;\xf0\x9f\x95\x8a
1485;u+0001f54au+0000fe0f;\xf0\x9f\x95\x8a\xef\xb8\x8f
1486;u+0001f56f;\xf0\x9f\x95\xaf
1487;u+0001f56fu+0000fe0f;\xf0\x9f\x95\xaf\xef\xb8\x8f
1488;u+0001f570;\xf0\x9f\x95\xb0
1489;u+0001f570u+0000fe0f;\xf0\x9f\x95\xb0\xef\xb8\x8f
1490;u+0001f573;\xf0\x9f\x95\xb3
1491;u+0001f573u+0000fe0f;\xf0\x9f\x95\xb3\xef\xb8\x8f
1492;u+0001f574;\xf0\x9f\x95\xb4
1493;u+0001f574u+0000fe0f;\xf0\x9f\x95\xb4\xef\xb8\x8f
1494;u+0001f575;\xf0\x9f\x95\xb5
1495;u+0001f575u+0000fe0f;\xf0\x9f\x95\xb5\xef\xb8\x8f
1496;u+0001f576;\xf0\x9f\x95\xb6
1497;u+0001f576u+0000fe0f;\xf0\x9f\x95\xb6\xef\xb8\x8f
1498;u+0001f577;\xf0\x9f\x95\xb7
1499;u+0001f577u+0000fe0f;\xf0\x9f\x95\xb7\xef\xb8\x8f
1500;u+0001f578;\xf0\x9f\x95\xb8
1501;u+0001f578u+0000fe0f;\xf0\x9f\x95\xb8\xef\xb8\x8f
1502;u+0001f579;\xf0\x9f\x95\xb9
1503;u+0001f579u+0000fe0f;\xf0\x9f\x95\xb9\xef\xb8\x8f
1504;u+0001f587;\xf0\x9f\x96\x87
1505;u+0001f587u+0000fe0f;\xf0\x9f\x96\x87\xef\xb8\x8f
1506;u+0001f58a;\xf0\x9f\x96\x8a
1507;u+0001f58au+0000fe0f;\xf0\x9f\x96\x8a\xef\xb8\x8f
1508;u+0001f58b;\xf0\x9f\x96\x8b
1509;u+0001f58bu+0000fe0f;\xf0\x9f\x96\x8b\xef\xb8\x8f
1510;u+0001f58c;\xf0\x9f\x96\x8c
1511;u+0001f58cu+0000fe0f;\xf0\x9f\x96\x8c\xef\xb8\x8f
1512;u+0001f58d;\xf0\x9f\x96\x8d
1513;u+0001f58du+0000fe0f;\xf0\x9f\x96\x8d\xef\xb8\x8f
1514;u+0001f590;\xf0\x9f\x96\x90
1515;u+0001f590u+0000fe0f;\xf0\x9f\x96\x90\xef\xb8\x8f
1516;u+0001f5a5;\xf0\x9f\x96\xa5
